"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"11008","33870",21626,63,11,2,23,18504,535,46.8
"11009","33872",14204,78,5,3,12,24449,796,61
"11010","33873",13421,50,5,1,44,18883,523,33.5
"11011","33875",10621,84,5,0,7,23053,667,52.4
"11012","33876",4916,79,7,0,14,20360,554,55.9
"11013","33877",317,11,89,0,0,11373,513,35
"11014","33880",36076,62,14,2,20,18627,594,37.2
"11015","33881",30224,58,29,1,10,20365,567,47.3
"11016","33884",28995,75,9,3,12,29483,791,46.8
"11017","33890",5449,53,2,1,44,13870,541,33.8
"11018","33896",8746,64,6,5,21,23939,962,36.5
"11019","33897",15846,59,6,5,28,21871,985,39.2
"11020","33898",15409,77,11,1,10,22585,598,48.4
"11021","33901",18928,63,20,1,15,21478,629,43.3
"11022","33903",19222,93,2,0,4,25546,593,61.9
"11023","33904",29636,82,2,2,13,27493,787,51.7
"11024","33905",30339,55,10,2,33,20728,631,37.9
"11025","33907",20032,66,6,2,25,23443,683,40.4
"11026","33908",33418,89,2,1,8,41826,1053,62.1
"11027","33909",24072,65,6,1,26,18518,827,34.4
"11028","33912",16418,90,2,4,3,40259,859,57.3
"11029","33913",17529,78,4,2,14,37814,1158,41.3
"11030","33914",37707,80,1,1,16,26733,881,46
"11031","33916",23037,18,55,1,23,14249,665,32.3
"11032","33917",29694,92,1,1,6,24633,601,57.6
"11033","33919",28364,87,2,1,8,35868,825,53.2
"11034","33920",5281,84,6,1,9,26717,882,47
"11035","33921",1172,94,5,0,1,57683,NA,67.1
"11036","33922",4231,95,0,0,3,24180,642,58.2
"11037","33924",180,93,7,0,0,34034,NA,46.3
"11038","33928",20312,88,2,2,8,39333,1162,56.7
"11039","33930",1022,21,0,0,79,9066,428,17.4
"11040","33931",10156,96,0,1,1,43023,810,65.1
"11041","33935",18303,46,5,0,48,17346,592,35.3
"11042","33936",22185,57,11,1,31,18833,582,43.5
"11043","33944",359,58,0,0,42,8491,588,20.8
"11044","33945",36,28,72,0,0,NA,NA,NA
"11045","33946",1676,99,0,0,1,34140,1391,63.7
"11046","33947",8183,99,0,0,1,26574,749,63.5
"11047","33948",15860,81,8,1,8,23429,820,52.2
"11048","33950",19723,90,3,1,4,39457,692,64.7
"11049","33952",29083,81,6,3,8,21371,691,49.3
"11050","33953",5058,91,6,1,1,30027,693,62.9
"11051","33954",10199,74,10,1,14,24139,856,47.7
"11052","33955",9824,88,6,1,5,29603,878,57.5
"11053","33956",3451,96,0,0,4,30333,669,65.8
"11054","33957",6655,98,1,0,1,76580,1014,66
"11055","33960",1077,92,1,0,6,14650,NA,51.4
"11056","33965",1011,78,9,1,10,1757,NA,19.4
"11057","33966",8622,75,4,6,12,35333,831,46.3
"11058","33967",23778,73,1,6,18,23870,806,37.9
"11059","33971",23443,35,22,1,39,15571,821,31.5
"11060","33972",12502,55,16,2,25,20118,752,39.6
"11061","33973",12837,21,32,2,43,11423,672,24.5
"11062","33974",13826,45,19,1,33,14500,758,31.5
"11063","33976",14885,37,23,0,36,14110,800,29.9
"11064","33980",10701,79,13,3,5,26270,746,62.2
"11065","33981",9641,92,1,0,5,27268,882,57.3
"11066","33982",10095,89,2,0,7,22517,674,53.5
"11067","33983",14625,81,10,1,7,24131,728,50.8
"11068","33990",30027,70,4,2,23,21867,820,42.1
"11069","33991",16711,77,2,1,18,22616,948,41.7
"11070","33993",22250,68,6,1,25,20632,895,36.1
"11071","34101",0,NA,NA,NA,NA,NA,NA,NA
"11072","34102",10647,87,7,0,5,78178,712,60.3
"11073","34103",12412,84,5,1,9,63011,1206,61.3
"11074","34104",24638,67,7,2,24,25273,830,47.2
"11075","34105",15381,78,5,2,15,56596,983,55.2
"11076","34108",17098,84,1,1,12,60244,988,59.9
"11077","34109",24496,83,3,1,11,42480,909,50.1
"11078","34110",21430,90,1,1,8,51603,1118,61.3
"11079","34112",26141,73,9,1,16,26494,791,54.4
"11080","34113",17948,54,15,0,29,28990,864,48.4
"11081","34114",14325,70,4,1,24,32842,985,57.5
"11082","34116",33537,28,12,2,56,16812,798,31.6
"11083","34117",14983,57,6,1,35,21149,1122,40.8
"11084","34119",24351,84,1,4,11,45554,1162,49.2
"11085","34120",26567,56,4,2,37,26895,1251,36.8
"11086","34134",13629,96,0,1,1,66261,946,65.9
"11087","34135",38434,68,1,1,29,31921,860,50.2
"11088","34137",223,49,23,0,27,14458,NA,72
"11089","34138",472,100,0,0,0,14273,NA,35.3
"11090","34139",424,99,0,0,1,20379,795,59.2
"11091","34140",297,100,0,0,0,16747,NA,69.7
"11092","34141",122,72,24,0,3,10559,NA,44.1
"11093","34142",26130,10,19,0,70,9400,448,25.7
"11094","34145",16702,91,0,0,8,56773,1371,63.1
"11095","34201",3960,85,5,2,4,59305,1284,62.9
"11096","34202",20918,87,2,1,9,44420,1325,44.4
"11097","34203",36806,62,12,3,22,23816,805,42.4
"11098","34205",29687,70,10,0,18,21374,703,41.1
"11099","34207",30082,66,7,2,22,19421,687,45.4
"11100","34208",34315,46,23,1,28,17595,755,34.2
"11101","34209",33008,88,2,1,7,28711,857,54.1
"11102","34210",14925,77,9,3,9,28006,818,52.8
"11103","34211",3070,87,6,1,2,39548,1363,53
"11104","34212",15213,85,4,4,6,36924,1194,42.9
"11105","34215",657,95,2,0,3,39018,NA,68.4
"11106","34216",1559,100,0,0,0,37575,1098,58.1
"11107","34217",5079,93,2,0,3,50147,948,59.6
"11108","34219",18073,83,5,3,9,30074,1334,43.3
"11109","34221",41287,66,13,1,20,22388,695,44.5
"11110","34222",11055,82,7,1,8,24459,747,58.4
"11111","34223",17231,93,0,2,3,33585,750,63.2
"11112","34224",15432,92,2,1,4,24929,665,60.1
"11113","34228",6658,95,0,2,2,92609,1406,71.4
"11114","34229",6970,93,0,2,3,46770,1068,57.9
"11115","34231",28730,88,2,2,7,32458,886,50.3
"11116","34232",33171,84,2,1,12,26159,922,44.9
"11117","34233",17556,87,2,1,9,32321,989,50.4
"11118","34234",20296,48,31,2,16,19658,659,42.9
"11119","34235",13462,73,4,2,20,33455,938,53.6
"11120","34236",10571,87,5,1,7,58036,857,61.5
"11121","34237",17390,61,8,1,30,20681,797,41.2
"11122","34238",17205,92,2,2,3,40892,1024,65.4
"11123","34239",15615,87,1,1,8,30528,881,48
"11124","34240",11835,95,1,2,2,36740,1137,47.9
"11125","34241",13781,90,2,1,7,38313,1062,49.1
"11126","34242",8534,94,0,0,3,59854,1456,62.1
"11127","34243",26018,85,4,3,7,32710,983,51.1
"11128","34251",5819,85,2,2,11,25302,635,42.4
"11129","34266",30842,52,14,1,33,14408,530,36.1
"11130","34268",187,0,0,0,100,11036,NA,29.5
"11131","34269",3683,94,4,0,1,20889,643,62.6
"11132","34275",16309,95,0,1,2,34916,837,59.4
"11133","34285",18019,94,0,1,3,37613,827,68.4
"11134","34286",20700,78,10,0,7,21591,881,36.7
"11135","34287",24627,84,4,2,6,22240,715,57.1
"11136","34288",11039,69,18,0,12,26043,873,38.7
"11137","34289",1459,95,1,4,1,29245,716,62
"11138","34291",4678,76,4,0,16,16792,848,36.7
"11139","34292",14368,97,1,1,1,35941,976,64.3
"11140","34293",33236,92,0,1,5,28500,857,57.8
"11141","34420",16322,83,5,1,10,21065,605,40.7
"11142","34428",9988,85,1,4,6,20254,655,45.5
"11143","34429",7569,87,8,1,2,28164,584,57.9
"11144","34431",7738,88,2,1,9,18047,600,52.6
"11145","34432",12975,78,7,2,12,20068,625,54.1
"11146","34433",5947,90,3,1,3,20562,644,49.8
"11147","34434",8520,81,9,1,8,21517,860,47.3
"11148","34436",7124,91,1,0,6,20335,538,56
"11149","34442",15068,86,3,4,6,26226,663,57.1
"11150","34445",0,NA,NA,NA,NA,NA,NA,NA
"11151","34446",16921,95,0,1,3,23320,771,61.8
"11152","34448",10944,95,0,1,4,18718,469,48.8
"11153","34449",2803,96,1,1,2,15869,504,51.9
"11154","34450",10092,94,1,1,2,28670,556,56
"11155","34452",11255,88,2,2,6,21178,639,50.7
"11156","34453",10829,87,6,1,4,20627,742,48.5
"11157","34461",9863,91,4,1,4,22395,645,57.2
"11158","34465",15807,88,2,2,7,25974,621,58.7
"11159","34470",18722,74,14,1,8,18348,549,42.2
"11160","34471",24689,73,13,2,10,30429,651,43.2
"11161","34472",25861,60,21,2,15,17459,755,40.7
"11162","34473",17895,41,24,1,32,16907,819,39.5
"11163","34474",15100,63,10,6,18,26589,698,35.9
"11164","34475",13564,35,53,0,10,13330,472,34.8
"11165","34476",22582,78,5,3,12,24091,642,56.2
"11166","34479",13241,77,14,1,7,19785,591,42.6
"11167","34480",18785,78,10,1,8,29981,610,39.9
"11168","34481",17390,87,4,2,5,25754,758,66.9
"11169","34482",23041,63,17,0,19,17058,655,40.6
"11170","34484",3176,89,6,2,2,26601,588,44.9
"11171","34488",10429,92,3,0,3,18989,504,52
"11172","34491",26684,87,3,1,8,24923,688,60.9
"11173","34498",572,95,1,1,1,23900,654,59.4
"11174","34601",20986,80,12,0,6,19590,531,47.1
"11175","34602",7654,81,11,0,7,22919,779,46.2
"11176","34604",10495,78,6,1,13,21392,579,39.5
"11177","34606",25903,84,3,0,10,20695,642,54.6
"11178","34607",7668,92,2,1,5,28054,782,55.7
"11179","34608",31874,80,4,1,14,18467,739,45.1
"11180","34609",37643,74,5,2,16,23296,850,44.6
"11181","34610",11708,91,0,0,7,18988,490,45.4
"11182","34613",18136,89,2,1,7,23325,750,57.3
"11183","34614",6835,90,4,1,4,18608,944,40.6
"11184","34637",6410,86,3,2,9,35841,1143,44.3
"11185","34638",22234,61,7,5,23,29291,1217,33.7
"11186","34639",24985,73,5,1,18,27554,1132,39.4
"11187","34652",22541,83,3,3,11,23635,634,47.6
"11188","34653",30502,83,3,3,9,19057,686,46.4
"11189","34654",21772,91,1,1,6,22232,711,43.6
"11190","34655",38613,89,2,2,7,29611,863,46
"11191","34661",278,100,0,0,0,34679,NA,48.5
"11192","34667",33097,90,1,1,7,22105,706,55.5
"11193","34668",43069,81,4,1,11,18266,698,47.1
"11194","34669",12585,91,0,1,7,19188,718,44.4
"11195","34677",21268,77,4,6,10,34354,877,41.9
"11196","34679",10,100,0,0,0,NA,NA,NA
"11197","34681",1471,85,0,10,5,31520,970,39
"11198","34683",31822,89,1,1,8,34731,837,46.8
"11199","34684",27046,91,2,1,5,31051,959,53.2
"11200","34685",17169,86,1,3,8,42148,1007,47.3
"11201","34688",8628,89,1,1,6,42164,1138,48.4
"11202","34689",25660,86,6,1,6,27480,693,51.3
"11203","34690",12557,85,4,2,6,18583,729,45.2
"11204","34691",19479,81,2,2,12,19166,712,43.5
"11205","34695",17466,85,4,3,5,35081,806,50.2
"11206","34698",37580,89,2,2,6,29382,770,52.4
"11207","34705",2873,69,1,1,26,18905,535,42.8
"11208","34711",54609,66,10,4,15,27251,943,41.2
"11209","34714",14766,51,7,2,36,19518,808,33.9
"11210","34715",15266,63,10,2,20,22103,972,36.1
"11211","34731",11033,83,6,0,3,22046,638,49.4
"11212","34734",4001,62,15,4,11,27960,1068,39.1
"11213","34736",14748,64,12,1,20,16866,836,37.7
"11214","34737",2384,82,1,0,17,35508,864,52.2
"11215","34739",763,91,0,0,0,24721,NA,52.1
"11216","34741",43203,25,8,4,62,16389,773,31.5
"11217","34743",37575,14,9,3,72,15709,873,34.2
"11218","34744",44675,37,9,2,50,19455,810,36.2
"11219","34746",34727,38,8,3,47,19980,978,38.4
"11220","34747",13372,72,3,4,17,33377,1043,36.8
"11221","34748",38524,75,16,1,6,24109,617,61.3
"11222","34753",5248,40,4,0,52,13241,783,29.3
"11223","34756",3253,83,3,4,8,35839,906,44.3
"11224","34758",33208,18,24,1,54,14795,864,33.3
"11225","34759",32221,23,25,2,49,17281,886,35.9
"11226","34760",809,77,23,0,0,33569,593,48.2
"11227","34761",39269,53,17,5,21,25849,877,35.4
"11228","34762",373,100,0,0,0,28986,NA,49.3
"11229","34769",21141,66,4,2,26,18754,811,38.4
"11230","34771",13632,82,1,1,13,26151,731,41.1
"11231","34772",23642,64,4,2,27,22836,926,36.5
"11232","34773",3379,83,0,0,16,18150,652,40.1
"11233","34785",17903,54,31,0,13,16667,639,44.2
"11234","34786",30904,69,6,9,13,45847,1254,37.2
"11235","34787",47990,55,16,4,22,26222,811,35.4
"11236","34788",18002,85,6,0,7,24661,659,56.8
"11237","34797",1092,90,1,4,4,44392,NA,60.2
"11238","34945",5003,69,13,0,15,22147,682,43.1
"11239","34946",6108,30,60,0,9,17219,634,44.3
"11240","34947",11922,19,61,0,18,11665,544,29.1
"11241","34949",6435,91,0,1,7,47911,989,65.1
"11242","34950",14888,24,57,0,19,11712,548,36.8
"11243","34951",14087,82,7,2,8,28270,658,55
"11244","34952",37958,72,10,2,13,23455,838,51.7
"11245","34953",61457,56,16,2,23,21842,1087,34.6
"11246","34956",10781,21,16,1,60,12712,598,31.2
"11247","34957",21616,94,2,0,3,33003,901,55.9
"11248","34972",20461,53,17,0,30,13341,522,33.8
"11249","34974",23317,77,1,1,17,22104,609,45.7
"11250","34981",5100,76,15,0,8,23465,594,39.5
"11251","34982",25949,64,14,1,19,19590,671,40.5
"11252","34983",39681,58,15,2,21,19992,915,40
"11253","34984",14196,61,18,1,15,24323,960,40.6
"11254","34986",24754,68,13,3,14,33008,1035,52.2
"11255","34987",6439,70,14,1,10,26781,1127,38.5
"11256","34990",27793,90,1,2,6,40457,1014,50
"11257","34994",17083,72,13,1,13,25260,749,48
"11258","34996",10099,92,2,1,5,56283,791,62.9
"11259","34997",41169,79,5,1,13,30064,823,48
"11260","35004",9542,87,8,1,1,28704,824,37.7
"11261","35005",8150,55,34,1,10,21273,491,38.2
"11262","35006",3104,92,6,0,1,22270,660,42.9
"11263","35007",26722,73,15,0,11,26031,791,36.6
"11264","35010",21050,64,30,0,5,20191,377,39.7
"11265","35013",42,0,0,0,100,19690,308,27.5
"11266","35014",4767,44,49,0,6,19024,607,41.4
"11267","35016",17245,95,0,1,2,22469,391,40
"11268","35019",1612,96,1,0,0,22934,354,42.7
"11269","35020",26675,16,77,0,6,14458,397,37.8
"11270","35022",19431,59,35,1,2,29216,631,41.6
"11271","35023",24959,74,23,0,1,20740,539,40.7
"11272","35031",7764,90,1,0,6,16626,363,39.2
"11273","35032",68,100,0,0,0,13860,NA,28.5
"11274","35033",3540,99,0,0,1,20560,223,41
"11275","35034",4839,42,56,0,0,12067,317,37.1
"11276","35035",1468,85,10,0,0,21373,NA,44.6
"11277","35036",208,55,45,0,0,8863,126,25.3
"11278","35040",15679,74,18,1,6,24642,824,32.5
"11279","35042",6139,80,20,0,0,20183,326,39.3
"11280","35043",9346,89,7,0,4,32310,961,34.9
"11281","35044",7794,56,41,0,0,18546,280,37.9
"11282","35045",14358,74,14,1,8,19826,352,37.6
"11283","35046",4908,98,1,0,0,24924,447,44.1
"11284","35049",4270,85,0,0,12,19486,500,37.1
"11285","35051",9383,83,12,1,3,20026,478,37.9
"11286","35052",163,100,0,0,0,23569,NA,82.4
"11287","35053",2726,97,0,2,1,23181,414,44
"11288","35054",4297,86,13,0,0,27338,625,50.5
"11289","35055",20244,89,1,0,8,20134,397,38
"11290","35057",12434,99,0,0,0,22625,402,42.5
"11291","35058",9180,89,1,1,6,20076,410,41.7
"11292","35060",303,18,82,0,0,19656,NA,51.4
"11293","35061",1499,4,95,0,0,18197,531,38.1
"11294","35062",7236,96,2,0,0,25931,509,44.5
"11295","35063",3793,98,0,0,0,17062,374,43.3
"11296","35064",11628,6,90,0,2,17697,428,32.9
"11297","35068",7764,64,19,1,13,26223,625,39
"11298","35070",328,98,0,0,0,20850,401,55.7
"11299","35071",15968,88,10,1,1,29448,698,43.3
"11300","35072",5009,59,40,0,0,16723,280,43.1
"11301","35073",2488,84,14,0,0,16939,418,40.6
"11302","35074",103,57,0,0,43,NA,NA,40.7
"11303","35077",12525,90,4,0,4,18877,413,41.6
"11304","35078",2355,71,22,0,3,22723,419,40.5
"11305","35079",9478,97,1,0,1,20252,434,38.3
"11306","35080",15821,85,9,1,4,30279,1117,33.4
"11307","35082",0,NA,NA,NA,NA,NA,NA,NA
"11308","35083",3608,91,0,0,8,16832,407,32.4
"11309","35085",7906,80,8,0,11,20657,464,40
"11310","35087",1448,87,2,0,7,17454,NA,45.9
"11311","35089",2098,47,50,0,2,15014,394,42.4
"11312","35091",2793,98,1,0,0,25928,528,35.6
"11313","35094",14953,80,10,1,8,24185,482,37.5
"11314","35096",8234,81,18,0,0,23176,500,41.7
"11315","35097",1798,98,1,0,0,17689,427,46.1
"11316","35098",1652,87,0,0,13,15999,358,37
"11317","35111",16691,86,11,1,0,30640,692,38.5
"11318","35112",732,98,0,0,0,20434,NA,32.2
"11319","35114",6906,79,13,0,5,34486,656,38.1
"11320","35115",14676,69,17,0,13,20705,517,31.9
"11321","35116",4204,98,1,0,1,30132,542,43.3
"11322","35117",5550,97,0,1,1,29385,600,37.5
"11323","35118",3239,90,8,0,1,24471,489,42.3
"11324","35119",71,0,100,0,0,27362,NA,59.8
"11325","35120",14674,88,9,1,2,20681,516,35.9
"11326","35121",14918,76,4,0,18,19659,406,37.6
"11327","35124",23188,80,7,1,12,34462,850,38.9
"11328","35125",10332,89,8,0,3,19038,517,33.8
"11329","35126",21741,82,15,0,2,26870,616,41.4
"11330","35127",10315,51,48,0,0,26124,671,43.1
"11331","35128",9527,85,11,2,1,29525,476,38.3
"11332","35130",2981,91,6,0,1,22214,472,48.3
"11333","35131",4196,87,11,0,0,18027,243,44.5
"11334","35133",3490,98,0,0,1,26127,446,41.9
"11335","35135",1734,96,3,1,0,29966,538,47.2
"11336","35136",1695,85,15,0,0,22477,272,42.5
"11337","35139",182,100,0,0,0,9524,NA,45.5
"11338","35143",3131,90,5,1,3,27837,428,49.3
"11339","35146",12120,86,11,1,1,24825,430,37.2
"11340","35147",5961,87,7,3,2,29517,1087,33.3
"11341","35148",3123,91,2,0,3,18432,433,40.4
"11342","35149",630,58,42,0,0,7553,NA,21.7
"11343","35150",19594,66,29,0,4,19774,377,40.8
"11344","35151",7621,87,11,0,0,20528,343,44.3
"11345","35160",24935,54,42,1,2,18026,346,38.5
"11346","35171",3591,89,5,0,5,22579,501,35.9
"11347","35172",3163,94,1,0,4,21369,199,43.7
"11348","35173",25294,92,4,1,1,33385,939,41.4
"11349","35175",5017,90,2,0,2,23094,360,40.9
"11350","35176",824,99,0,0,0,26547,NA,57.9
"11351","35178",3539,82,16,0,0,21308,352,42.5
"11352","35179",9334,97,0,0,1,24138,388,39.4
"11353","35180",14377,92,4,0,2,25208,421,38
"11354","35183",502,96,0,0,0,18012,NA,33.9
"11355","35184",6719,90,5,0,4,16812,464,39.2
"11356","35186",4461,93,4,0,1,31521,485,44.9
"11357","35187",24,0,100,0,0,14742,NA,59.5
"11358","35188",2300,84,1,1,6,25161,418,42.9
"11359","35203",3457,36,60,0,3,19930,519,37.6
"11360","35204",10899,3,90,0,5,14058,302,42.6
"11361","35205",19755,52,31,5,10,27125,555,30.7
"11362","35206",17619,23,75,0,1,16230,496,38
"11363","35207",8963,6,92,0,1,12539,323,37.3
"11364","35208",14167,4,95,0,1,17630,493,38.2
"11365","35209",28683,62,26,2,9,29434,679,29.2
"11366","35210",14117,59,30,1,9,28785,574,45.1
"11367","35211",26414,6,92,1,0,17567,464,39.2
"11368","35212",13046,17,75,2,5,16501,374,32.1
"11369","35213",13988,90,6,1,3,65381,854,36.2
"11370","35214",18962,21,78,0,1,20070,537,41.7
"11371","35215",46629,23,72,0,3,19729,582,33.4
"11372","35216",36494,63,18,5,12,33719,735,33.6
"11373","35217",13290,30,65,1,4,15836,465,40.3
"11374","35218",7494,4,93,0,2,14091,474,39.8
"11375","35221",4975,2,98,0,0,14989,503,42.2
"11376","35222",8120,57,37,1,4,33165,489,38.1
"11377","35223",10536,96,0,2,1,72730,830,44.1
"11378","35224",6185,35,64,0,0,15972,500,35.3
"11379","35226",32299,82,9,5,3,40040,887,37.3
"11380","35228",9903,12,86,0,2,16200,502,36.3
"11381","35229",1420,76,17,3,2,2848,NA,19.9
"11382","35233",917,49,44,8,0,28660,947,25.7
"11383","35234",6066,10,84,1,3,11664,318,41.4
"11384","35235",19873,45,51,1,3,24269,749,36.3
"11385","35242",50052,81,9,4,4,48248,771,38.9
"11386","35243",16826,92,5,2,1,47113,911,37.9
"11387","35244",32586,74,13,8,4,39965,816,36.8
"11388","35254",1094,60,26,3,6,7841,247,20
"11389","35401",36782,42,54,1,2,11555,487,23.1
"11390","35404",21276,47,40,2,10,19232,605,27.9
"11391","35405",42602,50,46,1,2,23119,604,30.9
"11392","35406",14963,84,5,7,3,45906,957,40.4
"11393","35441",1018,47,53,0,0,17446,318,43.9
"11394","35442",5485,19,80,0,0,11883,220,34.7
"11395","35443",1769,9,91,0,0,14309,162,39.2
"11396","35444",3894,89,8,0,1,20971,466,32.7
"11397","35446",1675,88,9,0,1,18509,538,34.7
"11398","35447",3365,47,48,0,3,17313,307,40.8
"11399","35452",3571,96,2,0,0,24225,451,37.7
"11400","35453",11288,79,13,0,6,22109,564,35.3
"11401","35456",2983,91,7,0,1,20363,483,47.5
"11402","35457",83,0,100,0,0,NA,NA,NA
"11403","35458",394,100,0,0,0,29323,NA,54.7
"11404","35459",798,28,63,0,3,13229,328,42.1
"11405","35460",303,44,56,0,0,15157,288,40.5
"11406","35461",1812,79,21,0,0,18818,383,46.2
"11407","35462",4750,19,78,0,1,16044,258,47.2
"11408","35463",1618,68,30,0,0,23334,833,36.9
"11409","35464",851,8,88,4,0,7750,213,19
"11410","35466",5501,84,15,0,1,20458,321,42.5
"11411","35469",117,53,47,0,0,30710,NA,58.2
"11412","35470",5528,30,68,2,0,13776,365,30.6
"11413","35473",16094,75,20,2,1,25424,695,36
"11414","35474",5666,72,25,0,2,22127,438,41.4
"11415","35475",14315,92,2,0,5,28117,593,33.9
"11416","35476",7111,51,44,0,4,18141,531,32.1
"11417","35477",136,2,98,0,0,9599,NA,49.2
"11418","35480",1234,63,37,0,0,34907,NA,35.9
"11419","35481",3748,69,27,0,4,18989,146,45.9
"11420","35490",4182,97,3,0,0,20960,542,34.4
"11421","35501",11077,74,18,0,4,20623,412,37.1
"11422","35503",7742,97,1,0,1,21868,451,44.1
"11423","35504",13536,93,2,1,4,24867,428,44.8
"11424","35540",2502,95,0,0,1,19645,375,46.3
"11425","35541",3109,99,0,0,1,27197,325,49.3
"11426","35542",1377,100,0,0,0,23388,355,43.3
"11427","35543",1752,99,0,0,1,13235,266,34.5
"11428","35544",1151,98,2,0,0,22399,563,36.8
"11429","35545",74,100,0,0,0,17154,NA,55.6
"11430","35546",4011,95,2,0,1,16666,236,40.2
"11431","35548",1830,98,0,0,1,18367,172,43.6
"11432","35549",4679,94,4,0,1,19848,253,43.4
"11433","35550",5180,91,4,0,2,20037,368,39.5
"11434","35552",973,77,21,0,0,16497,225,48.4
"11435","35553",4596,96,2,0,1,17317,308,42.2
"11436","35554",1142,97,2,1,0,18615,383,34.6
"11437","35555",10003,79,18,0,1,18486,291,43.6
"11438","35559",35,100,0,0,0,16166,NA,31.9
"11439","35563",4416,94,4,0,0,20853,228,48.5
"11440","35564",2185,98,1,0,0,20776,264,44.8
"11441","35565",12391,94,0,0,4,17199,346,42.7
"11442","35570",11432,88,6,1,3,17777,332,40
"11443","35571",814,100,0,0,0,18413,364,42.9
"11444","35572",1351,100,0,0,0,13244,NA,35.8
"11445","35574",1176,91,7,0,1,17797,264,47.3
"11446","35575",1027,100,0,0,0,21968,282,48.6
"11447","35576",2739,86,10,0,1,19882,287,46.3
"11448","35577",24,100,0,0,0,24671,NA,67.5
"11449","35578",5489,95,0,0,1,15957,469,41.5
"11450","35579",3166,94,3,0,0,18468,381,41.9
"11451","35580",4315,91,5,0,0,18520,342,41.4
"11452","35581",4982,97,0,0,1,18530,305,37.8
"11453","35582",4055,98,1,0,0,20082,312,43.7
"11454","35584",519,59,36,0,3,14001,375,47
"11455","35585",1224,88,0,0,12,28462,195,47.6
"11456","35586",4482,77,20,0,2,19294,231,47.7
"11457","35587",1297,97,0,0,0,19128,NA,36.3
"11458","35592",4420,88,9,0,2,18127,291,38.9
"11459","35593",2313,97,0,0,1,23204,238,39
"11460","35594",7615,91,3,0,4,22560,280,41.8
"11461","35601",34236,54,26,1,18,20033,430,35.4
"11462","35603",30396,77,13,1,5,29928,481,41.5
"11463","35610",2177,99,0,0,1,20372,362,44.5
"11464","35611",25791,72,16,1,9,22834,445,39
